invested_id,investor_id,date,round,amount
c:16803,p:795,2009-05-27,angel,650000
c:16803,p:203,2009-05-27,angel,650000
c:16803,p:53919,2009-05-27,angel,650000
c:23972,p:35321,2008-06-20,series-a,12000000
c:23972,p:35322,2008-06-20,series-a,12000000
c:22203,p:1709,2008-11-01,angel,950000
c:22203,p:566,2008-11-01,angel,950000
c:22203,p:169,2008-11-01,angel,950000
c:22203,p:3853,2008-11-01,angel,950000
c:22203,p:5336,2008-11-01,angel,950000
c:24795,p:619,2009-06-16,series-a,13000000
c:24795,p:618,2009-06-16,series-a,13000000
c:24973,p:36132,2009-06-02,series-c+,46000000
c:25991,p:37356,2009-08-01,series-a,1500000
c:26028,p:5604,2009-06-29,angel,500000
c:26028,p:726,2009-06-29,angel,500000
c:26028,p:302,2009-06-29,angel,500000
c:26028,p:122,2009-06-29,angel,500000
c:26028,p:2763,2009-06-29,angel,500000
c:26028,p:27306,2009-06-29,angel,500000
c:26827,p:42844,2009-08-05,series-a,1900000
c:27433,p:570,2009-07-14,series-a,2500000
c:12906,p:1390,2009-07-16,series-b,8000000
c:28300,p:743,2008-06-01,angel,1000000
c:18202,p:39113,2009-07-30,series-b,1100000
c:18202,p:39114,2009-07-30,series-b,1100000
c:18202,p:39115,2009-07-30,series-b,1100000
c:29507,p:216461,2013-08-26,series-a,5232753
c:29507,p:11659,2013-08-26,series-a,5232753
c:29507,p:225122,2013-08-26,series-a,5232753
c:14504,p:30595,2009-12-03,venture,5000000
c:14504,p:85981,2009-12-03,venture,5000000
c:14504,p:40654,2009-12-03,venture,5000000
c:10817,p:125,2009-09-01,series-a,5000000
c:12592,p:1235,2009-08-27,series-a,2104119
c:12592,p:32289,2009-08-27,series-a,2104119
c:12592,p:212492,2009-08-27,series-a,2104119
c:12592,p:212493,2009-08-27,series-a,2104119
c:12592,p:198164,2009-08-27,series-a,2104119
c:12592,p:212494,2009-08-27,series-a,2104119
c:20303,p:46,2009-09-04,angel,1350000
c:20303,p:6,2009-09-04,angel,1350000
c:20303,p:43270,2009-09-04,angel,1350000
c:20303,p:203,2009-09-04,angel,1350000
c:20303,p:14242,2009-09-04,angel,1350000
c:20303,p:43573,2009-09-04,angel,1350000
c:31123,p:10318,2009-09-02,series-a,8100000
c:26723,p:29796,2007-12-01,angel,0
c:12352,p:1392,2006-09-15,venture,10000000
c:12352,p:20729,2006-09-15,venture,10000000
c:12352,p:20728,2006-09-15,venture,10000000
c:3415,p:365,2009-09-24,angel,1000000
c:18070,p:15688,2009-09-01,venture,500000
c:18070,p:2245,2009-09-01,venture,500000
c:4781,p:3789,2009-08-04,series-b,50000000
c:3793,p:48278,2009-10-06,venture,1100000
c:29904,p:6,2009-10-19,angel,1000000
c:29904,p:431,2009-10-19,angel,1000000
c:29904,p:24564,2009-10-19,angel,1000000
c:29904,p:203,2009-10-19,angel,1000000
c:29904,p:8065,2009-10-19,angel,1000000
c:34073,p:44199,2008-08-01,angel,1300000
c:34073,p:44200,2008-08-01,angel,1300000
c:34073,p:44201,2008-08-01,angel,1300000
c:34073,p:44202,2008-08-01,angel,1300000
c:34073,p:64875,2008-08-01,angel,1300000
c:34073,p:94336,2008-08-01,angel,1300000
c:34255,p:431,2009-10-01,series-a,800000
c:34255,p:34601,2009-10-01,series-a,800000
c:34255,p:11541,2009-10-01,series-a,800000
c:34255,p:7656,2009-10-01,series-a,800000
c:34255,p:126122,2009-10-01,series-a,800000
c:34255,p:301,2009-10-01,series-a,800000
c:27057,p:125,2009-10-24,series-a,3400000
c:27057,p:526,2009-10-24,series-a,3400000
c:27057,p:203,2009-10-24,series-a,3400000
c:27057,p:24564,2009-10-24,series-a,3400000
c:27057,p:3963,2009-10-24,series-a,3400000
c:7755,p:100628,2009-10-27,angel,875000
c:34637,p:806,2010-06-30,series-a,1400000
c:3891,p:534,2011-03-01,series-b,10000000
c:35722,p:45815,2009-11-13,series-a,810000
c:35870,p:33533,2009-11-16,angel,875000
c:23778,p:2198,2009-11-23,angel,1000000
c:23778,p:5996,2009-11-23,angel,1000000
c:23320,p:8065,2009-03-01,angel,350000
c:36613,p:46744,2009-11-24,venture,1400000
c:2417,p:6104,2009-12-01,series-a,1100000
c:2417,p:2117,2009-12-01,series-a,1100000
c:2417,p:125,2009-12-01,series-a,1100000
c:2417,p:113,2009-12-01,series-a,1100000
c:2925,p:726,2009-12-01,series-a,6750000
c:36932,p:429,2005-10-06,venture,17000000
c:36932,p:429,2005-04-04,series-c+,7500000
c:29051,p:1235,2009-12-08,series-a,750000
c:29051,p:5883,2009-12-08,series-a,750000
c:37171,p:47409,2004-09-29,series-a,14000000
c:38317,p:6,2009-12-22,venture,0
c:38317,p:7,2009-12-22,venture,0
c:13365,p:8065,2009-12-22,series-a,5500000
c:29184,p:125,2009-12-23,series-a,7499999
c:38473,p:44969,2009-12-23,series-a,1650000
c:38473,p:743,2009-12-23,series-a,1650000
c:38473,p:415,2009-12-23,series-a,1650000
c:6460,p:2198,2010-01-06,venture,5019998
c:6460,p:79367,2010-01-06,venture,5019998
