id,name,normalized_name,founded_at
f:2875,The Zitelman Group,the zitelman group,1985-01-01
f:2876,Sussex Place Ventures,sussex place ventures,1998-01-01
f:2877,Bussiness Accelerator,bussiness accelerator,
f:2878,Open Ocean,open ocean,
f:2879,Ventegis Capital,ventegis,2001-01-01
f:288,Outcome Capital,outcome,1998-01-01
f:2880,BIA Digital Partners,bia digital,2002-01-01
f:2881,CDIB Ventures,cdib ventures,2001-01-01
f:2882,YFY Biotech Management Company,yfy biotech management company,2003-01-01
f:2883,Prolog Ventures,prolog ventures,2001-01-01
f:2886,Ag Fund,ag,1980-01-01
f:2887,TBJ Investments,tbj investments,
f:2888,Biotech Turnaround Fund (BTF),biotech turnaroundbtf,2000-01-01
f:289,Allegiance Capital,allegiance,
f:2890,Ovation Capital Partners,ovationpartners,
f:2891,Citiâs Sustainable Development Investments,citiâs sustainable development investments,
f:2894,Nimes Capital,nimes,2007-01-01
f:2895,Sustainable Development Investments,sustainable development investments,2007-04-01
f:2896,Millennium II Materials Technology Fund,millennium ii materials technology,1998-01-01
f:2898,Arancia International,arancia international,1903-01-01
f:2899,Alliance Technology Ventures,alliance technology ventures,1993-01-01
f:29,First Round Capital,first round,2004-11-01
f:2900,SCP Vitalife Partners,scp vitalife,2002-01-01
f:2901,QureInvest,qureinvest,
f:2902,Greenmont Capital Partners,greenmontpartners,
f:2903,Rhone-Alpes Creation,rhone alpes creation,
f:2904,Expansinvest,expansinvest,
f:2905,Grenoble Angels,grenoble angels,
f:2906,VIADUC 8,viaduc 8,
f:2907,Tecnet Equity,tecnet equity,2002-01-01
f:2908,Business Development Bank of Canada,business development bank of canada,1944-01-01
f:2909,Great Hill Partners,great hill,
f:291,Roman Holdings,roman holdings,
f:2910,Emertec Gestion,emertec gestion,1999-01-01
f:2911,CEA Investissement,cea investissement,1999-01-01
f:2912,Aquitaine Creation,aquitaine creation,
f:2913,Picoty,picoty,1932-01-01
f:2914,Inveni Capital,inveni,2007-01-01
f:2915,dsskjfmt,dsskjfmt,
f:2916,Vecata,vecata,2003-01-01
f:2917,Inventure Capital,inventure,
f:2918,Vaekstfonden,vaekstfonden,
f:2919,Calyx Bio-Ventures,calyx bio ventures,2008-01-01
f:292,ABS Ventures,abs ventures,1982-01-01
f:2920,In-vivo Ventures,in vivo ventures,
f:2921,Golden Pine Ventures,golden pine ventures,2004-01-01
f:2922,Purdue University Endowment,purdue university endowment,
f:2923,Early Equity,early equity,2005-01-01
f:2924,City Light Capital,city light,
f:2925,Fidelity Biosciences,fidelity biosciences,
f:2926,Novartis Option Fund,novartis option,
f:2928,Signet Healthcare Partners,signet healthcare,1998-01-01
f:2929,Paul Capital,paul,1991-01-01
f:293,DB Capital Ventures,dbventures,
f:2930,CapMan Oyj,capman oyj,1989-01-01
f:2931,Priveq Investment,priveq investment,1983-01-01
f:2932,Fisher Capital,fisher,1991-01-01
f:2934,Pacific Technology Partners,pacific technology,2007-01-01
f:2935,Stuart Mill Venture Partners,stuart mill venture,1997-01-01
f:2936,Wolverine Venture Fund,wolverine venture,1997-01-01
f:2937,Technology Strategy Board,technology strategy board,2007-01-01
f:2938,Samson Venture Partners,samson venture,
f:2939,FinistÃ¨re Business Angels,finistã¨re business angels,
f:294,Dominion Ventures,dominion ventures,
f:2940,Polar Capital Group,polargroup,
f:2941,Technologiegruenderfonds Sachsen,technologiegruenderfonds sachsen,
f:2942,Corporate Financing Holding,corporate financing holding,
f:2943,S-Beteiligungen,s beteiligungen,1999-01-01
f:2944,TechnologieContor,technologiecontor,2000-09-01
f:2945,CatCap,catcap,2000-01-01
f:2946,One Equity Partners,one equity,2001-01-01
f:2947,Johnson & Johnson Development Corporation,johnson johnson development,
f:2948,J.P. Morgan Securities Inc.,j p morgan securities,
f:295,Enterprise Partners,enterprise,1985-01-01
f:2952,Dogwood Equity,dogwood equity,2002-01-01
f:2953,Raymond James,raymond james,1998-01-01
f:2954,Fjord Ventures,fjord ventures,2005-01-01
f:2955,Montreux Equity Partners,montreux equity,
f:2957,Federman & Sons,federman sons,
f:2958,Technorov,technorov,
f:2959,Bargal R&D Investment,bargal r d investment,
f:296,Hambrecht EU Capital,hambrecht eu,
f:2960,Phoenix Insurance,phoenix insurance,1982-01-01
f:2961,Polar Investments,polar investments,1963-01-01
f:2962,Clal Biotechnology,clal biotechnology,1998-01-01
f:2963,Foundation Venture Capital Group,foundation venturegroup,2006-03-01
f:2964,BankInvest Biomedical Venture,bankinvest biomedical venture,
f:2965,Merifin Capital,merifin,
f:2966,K Nominees,k nominees,
f:2967,Erie County Industrial Development Agency,erie county industrial development agency,1970-01-01
f:2968,Excell Partners,excell,2005-01-01
f:2969,Western New York Venture Association,western new york venture association,1989-01-01
f:297,KB Partners,kb,1996-01-01
f:2970,Inveready  Technology Investment Group,inveready technology investment group,2008-05-07
f:2971,Case Technology Ventures,case technology ventures,
f:2973,Mobility Ventures,mobility ventures,2004-01-01
f:2974,PureTech Ventures,puretech ventures,
f:2975,U.S. Department of Energy,u s department of energy,1977-01-01
f:2976,Orchid Asia Group Management,orchid asia group management,
f:2977,Shenzhen Fortune Venture Capital,shenzhen fortune venture,
f:2978,Merchant Banking Devision,merchant banking devision,
f:298,Kettle Partners,kettle,
f:2981,Maine Technology Institute,maine technology institute,1999-01-01
f:2982,POSCO BioVentures,posco bioventures,2002-01-01
f:2983,Inventages Venture Capital Investment Inc.,inventages ventureinvestment,2000-01-01
f:2984,Hamilton BioVentures,hamilton bioventures,
f:2985,Trevi Health Ventures,trevi health ventures,2005-01-01
f:2986,Vollin Holdings,vollin holdings,
f:299,Outlook Ventures,outlook ventures,1996-01-01
f:2990,Lilly Asian Ventures,lilly asian ventures,
f:2991,HBM BioCapital,hbm biocapital,
f:2992,Novartis Bioventures,novartis bioventures,
f:2993,BioMedinvest,biomedinvest,
f:2994,VI Partners,vi,2001-01-01
f:2996,PrairieGold Venture Partners,prairiegold venture,
f:2997,HealthCap,healthcap,1996-01-01
f:2998,Endeavour Vision,endeavour vision,2007-01-01
f:2999,PPM Oost,ppm oost,
f:3,Trinity Ventures,trinity ventures,1986-01-01
f:30,Mangrove Capital Partners,mangrovepartners,2000-03-01
f:3000,IV Holdings,iv holdings,2008-01-01
f:3001,Standard Bank,standard bank,
f:3002,Clarian Health Ventures,clarian health ventures,
f:3003,NIBC Capital Partners,nibcpartners,1945-01-01
f:3004,Innovationsstiftung der Schwyzer Kantonalbank,innovationsstiftung der schwyzer kantonalbank,
f:3005,MP Healthcare Venture Management,mp healthcare venture management,2006-01-01
f:3006,MediBic Alliance,medibic alliance,2000-01-01
f:3007,Everbright Investment & Management,everbright investment management,
f:3008,Suzhou Ventures,suzhou ventures,
f:3009,Third Rock Ventures,third rock ventures,2007-01-01
f:301,William Blair New World Ventures,william blair new world ventures,
f:3010,Swiftsure Capital,swiftsure,2006-01-01
f:3012,Garnett & Helfrich Capital,garnett helfrich,2004-03-01
f:3013,Caja de Burgos Investment Arm,caja de burgos investment arm,
f:3014,CorporaciÃ³n Caja de Granada,corporaciã³n caja de granada,
f:3015,Espí­rito Santo Capital,espí­rito santo,1988-09-12
f:3016,CAJASOL,cajasol,
f:3017,Caja de Ahorros de Castilla La Mancha Invesment Arm,caja de ahorros de castilla la mancha invesment arm,
f:3018,CAI Desarrollo Empresarial,cai desarrollo empresarial,
f:3020,Sears Capital Management,searsmanagement,1994-01-01
f:3021,NYSERDA,nyserda,1975-01-01
f:3022,CTI Capital,cti,2006-01-01
f:3023,Origo Resource Partners,origo resource,2006-01-01
f:3024,Cody Gate Ventures,cody gate ventures,
f:3025,Swarth Investments,swarth investments,
f:3026,Ashmore Investment Management,ashmore investment management,1983-01-01
f:3028,China Merchants Technology Group,china merchants technology group,
f:3029,CREATE Partners,create,2000-01-01
f:303,Aplix Corp,aplix,
f:3030,Technology Investment Company,technology investment company,
f:3031,Multiple Capital,multiple,2005-01-01
f:3033,GTD Capital Holdings,gtdholdings,1980-01-01
f:3034,Daiwa Securities SMBC Principal Investments,daiwa securities smbc principal investments,2001-09-01
f:3035,Daiwa Securities Group,daiwa securities group,1999-04-06
f:3036,Softbank Investment Corporation,softbank investment,1981-09-03
f:3037,Ridgeway Capital Partners,ridgewaypartners,2001-01-01
f:3038,SBICAP Securities,sbicap securities,2006-01-01
f:3039,Funk Ventures,funk ventures,
f:3040,Reservoir Capital Group,reservoirgroup,1998-01-01
f:3041,Frog & Peach Investments,frog peach investments,
f:3042,Astrolabe Ventures,astrolabe ventures,
f:3043,Micron Ventures,micron ventures,2006-01-01
f:3044,PYJ-Dynasty Venture Fund,pyj dynasty venture,
f:3047,VNT Management,vnt management,2002-01-01
f:3048,Kolohala Ventures,kolohala ventures,2006-01-01
f:305,Mitsubishi UFJ Capital,mitsubishi ufj,1974-08-01
f:3050,Industrial Technology Ventures,industrial technology ventures,2000-01-01
f:3051,EERE,eere,
f:3052,China-Israel Value Capital,china israel value,2005-01-01
f:3053,The Barfield Group,the barfield group,1990-01-01
f:3055,RNK Capital,rnk,
f:3056,Lyrical Partners,lyrical,2004-01-01
f:3057,Environmental Technologies Fund,environmental technologies,2006-01-01
f:3059,Malaysian Life Sciences Capital Fund,malaysian life sciencesfund,2006-01-01
f:306,Nomura Securities,nomura securities,1927-01-01
f:3060,Makower Family Trust,makower family trust,
f:3061,Blackmont Capital,blackmont,
f:3062,D.F. Mackie,d f mackie,
f:3063,Investeco Capital,investeco,2003-01-22
f:3064,Synergy Partners International,synergyinternational,1996-01-01
f:3065,Life Science Angels,life science angels,2004-01-01
f:3066,GF Private Equity,gf private equity,2003-01-01
f:3067,Renewable Energy Corporation,renewable energy,
f:3068,Jerusalem Global Ventures,jerusalem global ventures,1994-01-01
f:3069,Audacia,audacia,2006-01-01
f:307,Sterling Stamos Capital Mgmt,sterling stamosmgmt,
f:3071,BNP Paribas,bnp paribas,
f:3072,TMT Ventures,tmt ventures,
f:3073,Olympus Capital Holdings Asia,olympusholdings asia,1997-01-01
f:3074,Hudson Capital Management,hudsonmanagement,1994-01-01
f:3075,GreatPoint Ventures,greatpoint ventures,2005-01-01
f:3077,Salem Halifax Partner,salem halifax partner,1999-01-01
f:3078,Access National Bank,access national bank,1999-01-01
f:3079,Wallonia Regional Government,wallonia regional government,
f:308,Pivotal Private Equity,pivotal private equity,2002-01-01
f:3082,Angels with Attitude,angels with attitude,
f:3083,Spring Ventures,spring ventures,
f:3085,Leonardo Venture,leonardo venture,
f:3086,Government of the Sultanate of Oman,government of the sultanate of oman,
f:3087,Shackleton Ventures,shackleton ventures,2006-01-01
f:3088,MVC Capital,mvc,
f:309,Core Capital Partners,corepartners,1999-01-01
f:3091,Sofimac Partners,sofimac,1977-01-01
f:3093,Alto Invest,alto invest,1994-01-01
f:3094,Dublin Business Innovation Centre,dublin business innovation centre,1988-01-01
f:3096,CrÃ©dit Mutuel ARKEA,crã©dit mutuel arkea,
f:3097,bm-t,bm t,2003-01-01
f:3098,Sparkasse Jena,sparkasse jena,
f:3099,Andromeda Capital,andromeda,
f:31,O'Reilly AlphaTech Ventures,oreilly alphatech ventures,2006-11-01
f:310,Impact Venture Partners,impact venture,
f:3100,Vauban Partenaires,vauban partenaires,1992-01-01
f:3101,Comtex,comtex,
f:3102,Loudwater Investment Partners,loudwater investment,
f:3103,Green Spark Ventures,green spark ventures,
f:3104,GVC Venture Fund,gvc venture,1997-01-01
f:3105,Aloe Private Equity,aloe private equity,2004-01-01
f:3106,Asia West,asia west,2002-01-01
f:3107,Aurora Russia,aurora russia,2006-01-01
f:3108,IDF CAPITAL,idf,1995-01-01
f:3109,Access2net,access2net,2000-02-01
f:311,Comdisco Ventures,comdisco ventures,
f:3110,Bridgepoint Investment Partners,bridgepoint investment,2008-07-01
f:3111,Naxicap Partners,naxicap,
f:3112,IVAC Fund,ivac,
f:3113,Sigma Gestion,sigma gestion,1993-01-01
f:3116,TeknoSeed,teknoseed,1997-01-01
f:3117,Archangel Informal Investments,archangel informal investments,1992-01-01
f:3118,Rutberg & Company,rutberg company,2001-01-01
f:3119,Banc of America Securities,banc of america securities,
f:312,Upstart Capital,upstart,
f:3120,CIBC World Markets,cibc world markets,1905-01-01
f:3121,"Oppenheimer & Co., Inc.",oppenheimerinc,1950-01-01
f:3123,Inventure Oy,inventure oy,2005-01-01
f:3127,Andreessen Horowitz,andreessen horowitz,2009-07-06
f:3128,Labotec,labotec,2009-05-01
f:3129,RBC Capital Markets,rbcmarkets,
f:313,Pilot Group,pilot group,
f:3130,ABS Capital Partners,abspartners,1990-01-01
f:3131,Ivy Capital,ivy,
f:3132,Capzanine,capzanine,2004-01-01
f:3133,Consensus Business Group,consensus business group,
f:3134,ProtoStar Partners,protostar,1968-01-01
f:3135,Arbitron Investment Arm,arbitron investment arm,
f:3136,French Strategic Investment Funds,french strategic investment funds,
f:3137,Naiot Venture Accelerator,naiot venture accelerator,1997-01-01
f:3138,Netz Capital,netz,2005-01-01
f:3139,IBIS Capital,ibis,2003-01-01
f:314,Summerhill Venture Partners,summerhill venture,1993-01-01
f:3140,IBIS Media VCT 1,ibis media vct 1,2006-01-01
f:3141,Tristone Capital,tristone,
f:3142,CorporacciÃ³nCan - Grupo Corporativo Empresarial Caja Navara,corporacciã³ncan grupo corporativo empresarial caja navara,
f:3143,Westwind Partners,westwind,
f:3144,Atlas Accelerator,atlas accelerator,1996-01-01
f:3145,Fondaction,fondaction,1996-01-01
f:3146,TargeTech,targetech,
f:3147,Lund University Bioscience,lund university bioscience,2007-01-01
f:3148,Life Sciences Fund Amsterdam,life sciencesamsterdam,2009-01-01
f:3149,MIG AG,mig ag,
f:315,HRJ Capital,hrj,
f:3150,Alfred Wieder AG,alfred wieder ag,2002-01-01
f:3151,Varuma AG,varuma ag,
f:3152,Pictet Private Equity Investors S.A.,pictet private equity investors,
f:3153,Ingro Finanz AG,ingro finanz ag,
f:3154,Palo Alto Venture Partners,palo alto venture,1996-01-01
f:3155,Spring Mill Venture Partners,spring mill venture,
f:3156,The March Group,the march group,1986-01-01
f:3158,VentureLink LP,venturelink,2001-01-01
f:3159,NEVEQ,neveq,2007-01-01
f:316,New Enterprise Associates,new enterprise associates,1978-01-01
f:3160,Q.A.T. Investments,q a t investments,2002-01-01
f:3161,University of Utah Endowment,university of utah endowment,
f:3162,Ouest Ventures,ouest ventures,
f:3163,Synergie Finance,synergie finance,
f:3164,State Street Global Investments,state street global investments,
f:3165,October Capital,october,1999-01-01
f:3166,Bru Venture Capital,bru venture,
f:3167,Viking Venture Management,viking venture management,2001-01-01
f:3168,Sinvent AS,sinvent as,1950-01-01
f:3169,Crescent Capital,crescent,
f:317,Kodiak Venture Partners,kodiak venture,1999-01-01
f:3170,Siemens Technology Accelerator,siemens technology accelerator,2001-01-01
f:3171,Clarendon Fund Managers,clarendonmanagers,
f:3172,Canopee Finance,canopee finance,
f:3173,Finance Wales,finance wales,2001-01-01
f:3174,HM Capital,hm,
f:3175,LundXY,lundxy,2007-01-01
f:3176,ARC Financial,arc financial,1989-01-01
f:3177,Freidenrich Family Trust,freidenrich family trust,
f:3178,Miller Gold,miller gold,2008-03-01
f:318,Advanced Technology Ventures,advanced technology ventures,1979-01-01
f:3180,"DiBernardo & Associates, Inc.",dibernardo associates,2006-09-01
f:3181,SV Angel,sv angel,1998-01-01
f:3182,Start Invest,start invest,
f:3183,Innovationsbron VÃ¤st Startup AB,innovationsbron vã¤st startup ab,
f:3185,Förvaltnings AB Brunnen,förvaltnings ab brunnen,
f:3186,London Business Angels,london business angels,1982-01-01
f:3188,SeedCapital Dortmund,seedcapital dortmund,
f:3189,NCI Gestion,nci gestion,
f:319,European Founders Fund,european founders,
f:3190,AHMSA Steel Israel,ahmsa steel israel,2004-02-01
f:3194,ITX International Holdings,itx international holdings,2000-01-01
f:3195,Veron International,veron international,
f:3196,Incept,incept,
f:3197,Northwest Technology Ventures,northwest technology ventures,
f:3199,Radcliff Group,radcliff group,2000-01-01
f:32,Atomico,atomico,2006-06-01
f:320,Slater Technology Fund,slater technology,1997-01-01
f:3200,AWT Private Investments,awt private investments,
f:3201,Precede Technologies,precede technologies,2008-01-01
f:3202,Rosenram Development,rosenram development,
f:3203,Alpine Venture,alpine venture,
f:3204,J&J Development,j j development,1989-01-01
f:3205,Kensel & Co.,kensel,2001-01-01
f:3206,One Earth Capital,one earth,
f:3207,BioLucent,biolucent,1985-01-01
f:3208,Fog City Fund,fog city,
f:3209,Windamere Venture Partners,windamere venture,1998-01-01
f:321,Sloane Robinson,sloane robinson,1993-01-01
f:3210,Arnerich Massena & Associates,arnerich massena associates,1991-01-01
f:3211,RiverVest,rivervest,2000-01-01
f:3216,Rockley Ventures,rockley ventures,
f:3217,Viterbi Group,viterbi group,
f:322,Rembrandt Venture Partners,rembrandt venture,2004-01-01
f:3220,Lloyds TSB Group,lloyds tsb group,1985-01-01
f:3221,Prudential,prudential,
f:3222,Advent-Morro Equity Partners,advent morro equity,1989-01-01
f:3224,Iowa Capital Management,iowamanagement,
f:3225,Ames Seed Capital,ames seed,1987-01-01
f:3226,Chicagoland Investors,chicagoland investors,
f:3227,Midwest Oilseeds,midwest oilseeds,
f:3228,NLG Advisors,nlg advisors,
f:3229,Brain Trust Accelerator Fund,brain trust accelerator,
f:323,ComVentures,comventures,
f:3230,Mercato Partners,mercato,
f:3231,New River Management,new river management,1984-01-01
f:3232,Arula,arula,
f:3233,iLogistix,ilogistix,1974-01-01
f:3234,UTI Ventures,uti ventures,
f:3236,Nomura Phase4 Ventures,nomura phase4 ventures,
f:324,JLA Ventures,jla ventures,
f:3240,Tessart,tessart,
f:3241,Miratech,miratech,1989-01-01
f:3242,Intermicro Delta,intermicro delta,
f:3243,North Bay Angels,north bay angels,1998-01-01
f:3244,Keytone Ventures,keytone ventures,
f:3245,Berkeley Ventures,berkeley ventures,2009-01-01
f:3246,ATP Capital,atp,
f:3248,Sustainable Development Technology,sustainable development technology,2001-11-01
f:325,Desjardins Venture Capital,desjardins venture,
f:3250,TianDi Growth Capital,tiandi growth,
f:3251,Innomed Ventures,innomed ventures,
f:3252,Dumont Venture,dumont venture,2007-12-01
f:3254,Charter Life Sciences,charter life sciences,
f:3255,Great Point Partners,great point,2003-01-01
f:3256,RockBridge Capital Partners,rockbridgepartners,1992-01-01
f:3258,GSR Ventures Management,gsr ventures management,2004-01-01
f:3259,Gilde Healthcare Partners,gilde healthcare,1982-01-01
f:326,John Fairfax Holdings,john fairfax holdings,
f:3260,Hambrecht & Quist Capital Management,hambrecht quistmanagement,
f:3261,Rockport Venture Partners,rockport venture,2001-01-01
f:3262,Barclays Ventures,barclays ventures,
f:3263,Core Capital,core,
f:3264,Convergent Capital,convergent,1998-01-01
f:3265,Arohi Asset Management,arohi asset management,
f:3266,CrossTechnology Venture Partners,crosstechnology venture,
f:3267,Shenzhen Capital Group,shenzhengroup,2002-10-01
f:3269,Kenda Capital,kenda,
f:327,In-Q-Tel,in q tel,1999-01-01
f:3270,CPMG,cpmg,
f:3271,Windcrest Partners,windcrest,1967-01-01
f:3272,European Equity Partners,european equity,
f:3274,New Energy Solutions,new energy solutions,2002-01-01
f:3275,Cambridge Capital Group,cambridgegroup,2000-01-01
f:3276,Swisscom Ventures,swisscom ventures,1998-01-01
f:3278,Investment Arm,investment arm,1994-01-01
f:3279,Van Leer Ventures Jerusalem,van leer ventures jerusalem,1992-01-01
f:328,Chart Venture Partners,chart venture,
f:3280,Platonix Joint Ventures,platonix joint ventures,2008-01-01
f:3281,Leasing Technologies International,leasing technologies international,
f:3282,MRI Ventures,mri ventures,1982-01-01
f:3283,Ithmaar Bank,ithmaar bank,1984-08-13
f:3285,Unitus Equity Fund,unitus equity,2000-01-01
f:3286,Elevar Equity,elevar equity,2008-01-01
f:3287,Danube Equity Invest-Management,danube equity invest management,2001-01-01
f:3288,FIDURA Capital Consult,fiduraconsult,2004-01-01
f:329,New Markets Venture Partners,new markets venture,2003-01-01
f:3290,Gemma Frisius Fonds,gemma frisius fonds,
f:3291,Baekeland Funds,baekeland funds,1999-01-01
f:3292,KBC,kbc,
f:3294,GTI Capital,gti,
f:3295,Hanmi Venture Capital,hanmi venture,1988-01-01
f:3296,Tong Yang Venture Capital,tong yang venture,1989-04-22
f:3297,Eurovestech,eurovestech,
f:3298,Vesalius Biocapital Partners,vesalius biocapital,2007-01-01
f:3299,Capital-E,e,
f:330,Walker Ventures,walker ventures,
f:3300,Lothian Partners,lothian,
f:3301,Palisade Capital Management,palisademanagement,1995-01-01
f:3302,NRW.BANK,nrw bank,2002-01-01
f:3303,Peppermint Financial Partners,peppermint financial,1997-01-01
f:3304,S-Venture Capital Dortmund,s venturedortmund,
f:3305,Brustart,brustart,
f:3307,Oceanshore Ventures,oceanshore ventures,
f:3308,Pyrford Enterprises,pyrford enterprises,
f:3309,bMuse,bmuse,
f:331,MMV Financial,mmv financial,2004-08-24
f:3310,SCP Partners,scp,1996-01-01
f:3311,Voltage Capital,voltage,2008-06-01
f:3312,Wasserstein & Co.,wasserstein,2001-01-01
f:3313,Newlight Management,newlight management,1997-01-01
f:3314,Azini Capital Partners,azinipartners,2004-01-01
f:3315,FirstVentures,firstventures,2005-01-01
f:3316,Nordic Growth,nordic growth,
f:3317,Serena Capital,serena,2008-01-01
f:3318,LMS Capital,lms,
f:3319,Mr. Joynul Miah,mr joynul miah,
f:332,Tugboat Ventures,tugboat ventures,
f:3320,Stanford Financial Group,stanford financial group,1932-01-01
f:3321,Atlantic Capital Group,atlanticgroup,
f:3322,J.C.M.B. Beteiligungs GmbH,j c m b beteiligungs,
f:3323,Scope Capital Advisory,scopeadvisory,2001-01-01
f:3324,Groupe Siparex,groupe siparex,1977-01-01
f:3325,Franche-ComtÃ© PME Gestion,franche comtã© pme gestion,
f:3326,No 8 Ventures,no 8 ventures,1999-01-01
f:3327,Gaas Labs,gaas labs,
f:3328,Exigen Capital,exigen,
f:3329,Entrada Associates,entrada associates,2007-07-01
f:333,ATA Ventures,ata ventures,2003-01-01
f:3330,Cloquet Capital Partners,cloquetpartners,2002-01-01
f:3331,Susquehanna Growth Equity,susquehanna growth equity,2006-06-01
f:3332,Caspian advisors,caspian advisors,2004-12-01
f:3333,Legatum Ventures,legatum ventures,1986-01-01
f:3334,ACE Management,ace management,
f:3335,NextStage,nextstage,2002-07-01
f:3336,ZVest,zvest,
f:3337,VINCI CAPITAL,vinci,2003-01-01
f:3338,Technology Associates Management,technology associates management,1997-01-01
f:334,Innovacom,innovacom,1988-01-01
f:3340,Falcon Capital,falcon,
f:3341,EDC Equity,edc equity,
f:3342,Script Capital,script,2007-01-01
f:3343,Naef Gestion Internationale,naef gestion internationale,1986-01-01
f:3344,Talde venture capital,talde venture,1977-01-01
f:3345,Turenne Investissement,turenne investissement,2006-09-07
f:3346,Turenne Capital Partenaires,turennepartenaires,1999-01-01
f:3347,EonTech Ventures,eontech ventures,2000-01-01
f:3348,Capital Trust Ventures,trust ventures,1985-01-01
f:3349,The New Markets Growth Fund,the new markets growth,
f:335,Nextstage Capital,nextstage,
f:3350,PacifiCap,pacificap,
f:3351,Kardan,kardan,
f:3354,Nexus Medical Partners,nexus medical,
f:3356,Acorn Campus Ventures,acorn campus ventures,
f:3358,Broadsword Partners,broadsword,
f:3359,Brooklyn NY Holdings,brooklyn ny holdings,
f:336,New York Angels,new york angels,2002-01-01
f:3360,IRPAC,irpac,
f:3361,Participation Company East Netherlands,participation company east netherlands,
f:3362,Ambienta,ambienta,2007-01-01
f:3363,Och-Ziff Capital Management,och ziffmanagement,1994-01-01
f:3366,Alf Yad,alf yad,2005-01-01
f:3367,New Energy Fund,new energy,
f:3368,Synergo,synergo,
f:3369,Zukunftsfonds Heilbronn,zukunftsfonds heilbronn,
f:3370,Platina Partners,platina,2002-01-01
f:3371,Bronfman-Fisher International,bronfman fisher international,
f:3372,Granite Hacarmel,granite hacarmel,1981-01-01
f:3373,Ronin Investment Management,ronin investment management,2006-01-01
f:3374,Shanghai Alliance,shanghai alliance,
f:3375,Mekong Capital,mekong,2001-01-01
f:3376,Cedar Grove Investments,cedar grove investments,1999-01-05
f:3377,Robert Bosch Venture Capital,robert bosch venture,
f:3378,Genesys Capital,genesys,
f:3379,Kotak Investment Advisors,kotak investment advisors,
f:338,Artiman Ventures,artiman ventures,
f:3380,NewMargin Ventures,newmargin ventures,1999-01-01
f:3381,Development Principles Fund,development principles,2005-01-01
f:3382,L. Ferrari Overseas Investments,l ferrari overseas investments,
f:3383,Tsing Capital,tsing,
f:3384,Grand Sud Ouest Capital,grand sud ouest,2002-01-01
f:3386,Ritchie Capital,ritchie,2001-01-01
f:3387,HSBC  Principal Investments,hsbc principal investments,2006-01-01
f:3388,HSBC Private Equity (Asia),hsbc private equity asia,
f:3389,GE Energy Financial Services,ge energy financial services,
f:339,Providence Equity Partners,providence equity,1989-01-01
f:3390,National Angel Capital Organization,national angelorganization,
f:3391,Ben Franklin Technology Partners of Southeastern Pennsylvania,ben franklin technologyof southeastern pennsylvania,
f:3392,Clave Mayor,clave mayor,2002-06-01
f:3394,Foresight Group,foresight group,1984-01-01
f:3395,Entropy Ventures,entropy ventures,
f:3396,New Energies Invest,new energies invest,
f:3397,Media-Deals.org,media deals,2008-06-30
f:3398,Perseus,perseus,1995-01-01
f:3399,OPG Ventures,opg ventures,2001-01-01
f:34,Spark Capital,spark,2005-01-01
f:340,Benhamou Global Ventures,benhamou global ventures,
f:3400,Thames Valley Investment Network,thames valley investment network,2003-03-01
f:3401,Westbridge Capital Partners,westbridgepartners,2000-01-01
f:3402,Thunder Road Capital,thunder road,2008-01-01
f:3403,"Hudson Square Research, Inc",hudson square research,2004-08-01
f:3405,Maryland Technology Development Corporation,maryland technology development,
f:3406,genYcapital,genycapital,2008-01-01
f:3407,Yozma Venture Capital,yozma venture,1993-01-01
f:3408,Hillside Capital,hillside,
f:3409,Trailblazer Capital,trailblazer,2007-06-01
f:3410,PKS Capital,pks,2005-05-01
f:3411,Golden Gate Capital,golden gate,2000-01-01
f:3412,"Lagovent Ventures Group, LLC",lagovent ventures group,
f:3413,Denham Capital,denham,
f:3414,NTU Ventures,ntu ventures,
f:3415,Magnum Capital,magnum,2006-01-01
f:3416,Creeris Ventures,creeris ventures,
f:3417,Innosight Ventures,innosight ventures,1997-01-01
f:3418,Zernike Meta Ventures,zernike meta ventures,
f:3419,Maayan Ventures,maayan ventures,1990-01-01
f:342,FINAM Global,finam global,2004-01-01
f:3420,Sushi Venture Partners,sushi venture,2009-06-01
f:3421,Prospector Equity Capital,prospector equity,2002-11-01
f:3422,InterMedia Partners,intermedia,1998-01-01
f:3423,Coker Capital Partners,cokerpartners,
f:3424,Blue Olive Partners,blue olive,
f:3425,MPi Capital,mpi,
f:3426,dw Capital GmbH,dwgmbh,2004-01-01
f:3427,Ironfire Capital,ironfire,2007-01-01
f:3428,Altium Capital,altium,1980-01-01
f:3429,Transmedia Capital,transmedia,
f:343,SBI Ventures Group,sbi ventures group,1999-07-08
f:3430,@Ventures,ventures,1995-01-01
f:3431,Sapient Capital Partners,sapientpartners,2005-01-01
f:3433,Spire Capital,spire,2000-01-01
f:3436,Agman Partners,agman,2005-01-01
f:3437,America Funding Lending,america funding lending,2001-11-01
f:3438,Parta Group,parta group,2008-05-01
f:3439,QED Investors,qed investors,2007-01-01
f:3440,Silicon Valley Bank,silicon valley bank,1983-10-17
f:3443,Alex. Brown & Sons,alex brown sons,
f:3444,Robertson Stephens & Company,robertson stephens company,
f:3445,Michigan Economic Development Corporation,michigan economic development,1999-01-01
f:3446,"QCI of Florida, LLC.",qci of florida,
f:3447,Starshowz,starshowz,
f:3448,Equity 11,equity 11,2007-01-01
f:3449,Avansis Ventures,avansis ventures,2000-01-01
f:3450,Patagonia Ventures,patagonia ventures,2009-02-28
